???"TABLE_NAME","TABLE_COMMENT"
"RS300REASON_CODE","* Rs300Reason Code"
"RS300REASON_GROUP","* Rs300Reason Group"
"RS300REASON_GROUP_PERFORM_TYPE","* Rs300Reason Group Perform Type"
"RS300VERSION","* Rs300Version"
"RS_CONFIG",""
"RS_CONFIG_CYCLE_DL",""
"RS_TYPE",""
"RTS",""
"RTS_CHANGE_RULE",""
"RTS_CHANGE_RULE_DTL",""
"RTS_CRITICAL_FIELD_FV",""
"RTS_EVENT",""
"RTS_LINE_ITEM",""
"RTS_LINE_STATUS",""
"RTS_SIZES",""
"RTS_STATUS",""
"RULES","This table will be used to define Rules based on rule type"
"RULE_COLM_LIST",""
"RULE_COLM_REF",""
"RULE_HDR","Defines the rules that can be used in our system to limit(prioritize) the selection and sorting of data"
"RULE_PARM","This table is used as an extension to the Rule Set to capture additional parms"
"RULE_SEL_COL_DTL","Rule selection columns"
"RULE_SEL_DTL","Detail table to list the selection condtions for a rule."
"RULE_SORT_DTL","Detail table to list the sort  rules (Order By condtion)."
"SAILING_LANE_ERRORS","* Sailing Lane Errors"
"SAILING_SCHDL_TRNSPRTR","* Sailing Schdl Trnsprtr"
"SAILING_SCHDL_TRNSPRTR_VIA","* Sailing Schdl Trnsprtr Via"
"SAILING_SCHEDULE","* Sailing Schedule"
"SALES_ORDERS_STATUS",""
"SCHEDULER_EVENT_TYPE","This table represent the different event types of scheduler"
"SCHEDULE_B",""
"SCHEDULE_B_CHAPTER",""
"SCREEN_TYPE","Screen type finite value table."
"SCRIPT","For use by Babylon to store scripts configured for execution at different configurable exit-points throughout the process of exporting data during datasync."
"SCRIPTS",""
"SCRIPT_PAYLOAD","Used to hold the actual expression language content for execution by the exit points in Babylon."
"SEASONAL",""
"SEASONAL_DETAIL",""
"SEC_USER","SEC_USER"
"SERVER_MASTER",""
"SERVICE_REPO","Defines the mapping b/n a service endpoint address and the set of permissions required for a user to be able to invoke that service"
"SESSION_AUDIT",""
"SHELF",""
"SHELF_SLOT_XREF",""
"SHIFT","Defines the facility???s Shift name and there start and end date/time"
"SHIPMENT",""
"SHIPMENT_ACCESSORIAL",""
"SHIPMENT_ACCESSORIAL_TEMPLATE",""
"SHIPMENT_ATTRIBUTE",""
"SHIPMENT_ATTRIBUTE_TEMPLATE",""
"SHIPMENT_CHG_RULE",""
"SHIPMENT_CHG_RULE_DTL",""
"SHIPMENT_COMMODITY",""
"SHIPMENT_COMMODITY_TEMPLATE",""
"SHIPMENT_EVENT",""
"SHIPMENT_EXTN_TLM",""
"SHIPMENT_NOTE",""
"SHIPMENT_NOTE_TEMPLATE",""
"SHIPMENT_ORIGIN_TYPE",""
"SHIPMENT_SCHED_ACTION",""
"SHIPMENT_SEAL_NUMBER",""
"SHIPMENT_SIZE",""
"SHIPMENT_SIZE_OVERRIDE",""
"SHIPMENT_SIZE_TEMPLATE",""
"SHIPMENT_STATUS",""
"SHIPMENT_TEMPLATE",""
"SHIPMENT_TRACKING",""
"SHIPMENT_TYPE",""
"SHIPMENT_WMS_STATUS",""
"SHIPPING_ACTION",""
"SHIP_PLAN_HDR","Not Used."
"SHIP_VIA_CROSS_REF","* Ship Via Cross Ref"
"SHIP_VIA_EXCLUDE"," ShipVias to exclude during Hazmat Shipping"
"SHIP_WAVE_PARM","Wave parameters"
"SHP_STOP_ATTRIBUTE",""
"SINGLE_SIGNON","Internal table"
"SITC_CHAPTER",""
"SITC_CODE",""
"SIZE_CONVERSIONS",""
"SIZE_DESC","The size description is used to define the size range which is the category of the size (e.g. 'Men' or 'Women'), size relative position which is the actual size (e.g. large), and the size description which is a description of the size."
"SKU_LOCATION","*SKU or ITEM location"
"SKU_SUMM_TRAN","Not Used."
"SLOT_ITEM",""
"SLOT_ITEM_SCORE",""
"SLOT_ITEM_TEMP",""
"SLOT_LIST_TREE",""
"SLOT_RECOMMENDATION_CRITERIA","Recommendation criteria at slot level will be stored here"
"SLOT_STG",""
"SLOT_TOTAL_CAP_USAGE_DETAIL","It is detail level for the slot's total capacity usage in the yard location"
"SLOT_UNUSED",""
"SLOT_USAGE_DETAIL","It gives picture on the usage on the slots"
"SL_FAILURE_REASONS",""
"SMARTLABEL_ARN_EVENT_DTL","Smart Label processing table"
"SMARTLABEL_ARN_EVENT_HDR","Smart Label processing table"
"SMARTLABEL_BMC_DATA","Smart Label processing table"
"SMARTLABEL_CARTON_HDR_HIST","Smart Label processing table"
"SMARTLABEL_CLASS_OF_SERVICE","Smart Label configuration table"
"SMARTLABEL_FEE","Smart Label configuration table"
"SMARTLABEL_PARM_DTL","Smart Label configuration table"
"SMARTLABEL_PARM_HDR","Smart Label configuration table"
"SMARTLABEL_RULE_MAP","Smart Label configuration table"
"SMARTLABEL_SKU_HIST","Smart Label processing table"
"SMARTLABEL_ZIP_DATA","Smart Label configuration table"
"SM_CNSTR_DTL","Copy of CNSTR_DTL table"
"SM_CONFIG","Copy of INPUT_PARAM_MAX_RESLOT table"
"SM_CONSTRAINTS","Copy of CONSTRAINTS table"
"SM_DTL_COST","Scenario Management Detail Table for cost"
"SM_DTL_SCORE","Scenario Management Detail Table for score"
"SM_HDR","Scenario Management Header Table"
"SM_MOVE_LIST","Copy of move_list table"
"SM_MOVE_LIST_HDR","Copy of move_list_hdr table"
"SM_PLB_CONFIG","To store the PLB configuration"
"SM_RESLOT_PREFS","Scenario Management Slotting Preference Table"
"SM_RESULT","Table introduced to store before and after Reslot results"
"SNS_CALC",""
"SNS_DTL",""
"SNS_MAX_MIN",""
"SNS_MIGR",""
"SOA_BUCKET_ALIAS","Outward event processing/configuration table"
"SOA_FILTER","Outward event processing/configuration table"
"SOA_FILTERMODULE_ALIAS_XREF","Outward event processing/configuration table"
"SOA_FILTER_CATEGORY","Outward event processing/configuration table"
"SOA_FILTER_CATEGORY_XREF","Outward event processing/configuration table"
"SOA_FILTER_MODULE_XREF","Outward event processing/configuration table"
"SOA_HTTPHEADER","Outward event processing/configuration table"
"SOA_HTTPHEADERGROUP","Outward event processing/configuration table"
"SOA_HTTPHEADERGROUP_XREF","Outward event processing/configuration table"
"SOA_JYTHONVARIABLE","Outward event processing/configuration table"
"SOA_JYTHON_VARIABLE_XREF","Outward event processing/configuration table"
"SOA_LISTENER","Outward event processing/configuration table"
"SOA_LISTENER_ALLOWDENY","Outward event processing/configuration table"
"SOA_LISTENER_HTTP","Outward event processing/configuration table"
"SOA_LISTENER_RESOURCEMAPPING","Outward event processing/configuration table"
"SOA_MESSAGE_FRAGMENT","Outward event processing/configuration table"
"SOA_MODULE","Outward event processing/configuration table"
"SOA_MODULE_ALIAS_XREF","Outward event processing/configuration table"
"SOA_MODULE_CATEGORY","Outward event processing/configuration table"
"SOA_MODULE_CATEGORY_XREF","Outward event processing/configuration table"
"SOA_MODULE_CLSPARSER","Outward event processing/configuration table"
"SOA_MODULE_COMLINK","Outward event processing/configuration table"
"SOA_MODULE_COM_CLSID","Outward event processing/configuration table"
"SOA_MODULE_COM_IBUSOBJ","Outward event processing/configuration table"
"SOA_MODULE_COM_PROGID","Outward event processing/configuration table"
"SOA_MODULE_CORBA","Outward event processing/configuration table"
"SOA_MODULE_DDR","Outward event processing/configuration table"
"SOA_MODULE_DDR_RULE","Outward event processing/configuration table"
"SOA_MODULE_DLL_CPLUSPLUS","Outward event processing/configuration table"
"SOA_MODULE_DTS","Outward event processing/configuration table"
"SOA_MODULE_HTTP_XML","Outward event processing/configuration table"
"SOA_MODULE_JAVA_MAIN","Outward event processing/configuration table"
"SOA_MODULE_JYTHON","Outward event processing/configuration table"
"SOA_MODULE_MSSCRIPT","Outward event processing/configuration table"
"SOA_MODULE_XSL","Outward event processing/configuration table"
"SOA_PROXY","Outward event processing/configuration table"
"SOA_PROXY_COMLINK","Outward event processing/configuration table"
"SOA_PROXY_HTTP","Outward event processing/configuration table"
"SOA_XSLEXTENSION","Outward event processing/configuration table"
"SOA_XSL_EXTENSION_XREF","Outward event processing/configuration table"
"SOLR_ARCHIVE_INFO",""
"SORTER_GRP","Configuration table for sorter groups. "
"SORT_LOCN_CONFIG_DTL","sort location table"
"SORT_LOCN_CONFIG_HDR","sort location table"
"SO_DB_BUILD_HISTORY",""
"SO_FULFILL_STATUS",""
"SO_FULLFILL_OPTION",""
"SO_ITEM_MASTER_UNUSED",""
"SO_LN_FULFILL_OPTION","*Pre determined values for SO fulfill options"
"SO_LN_FULFILL_STATUS","*Pre determined values for SO fulfill status"
"SO_LOGGER_FACTORY","Keeps track of Engine Logger Factories with log levels"
"SO_OPERATION_STATUS",""
"SO_ORDER_CCLFIELD","CREDIT CARD TYPE reference table"
"SO_ORDER_CHG_VALUE","Table to temporarily store updated values of Order in case of locked Orders"
"SO_ORDER_CHG_VALUE_HISTORY","Table to temporarily store updated values of Order in case of locked Orders"
"SO_PAYMENT_STATUS",""
"SO_PRIORITY",""
"SO_STATUS",""
"SO_TYPE",""
"SO_USER_MASTER",""
"SPL_2_ZS_SHIPMENT",""
"SPL_ASN_DTL",""
"SPL_ASN_HDR",""
"SPL_ASN_INVOICE",""
"SPL_ASN_PRINT_TIME",""
"SPL_ASN_THRMT",""
"SPL_CARTON_BREAK_ATTR",""
"SPL_CARTON_DTL_PACKING",""
"SPL_CASE_LOCK_PROCEDURE_LOG",""
"SPL_CL_MESSAGE",""
"SPL_CODE_ID",""
"SPL_CODE_TYPE",""
"SPL_DSP_LOCN",""
"SPL_FILTER_LAYOUT_TMP",""
"SPL_FND_PARTY",""
"SPL_FND_PARTY_FILE",""
"SPL_FND_PARTY_PROF",""
"SPL_FND_REJECT",""
"SPL_GSP_BUSTBL_I_1",""
"SPL_GSP_BUSTBL_I_4",""
"SPL_GSP_BUSTBL_O_1",""
"SPL_GSP_BUSTBL_O_2",""
"SPL_GSP_BUSTBL_O_4",""
"SPL_GSP_BUSTBL_RULE",""
"SPL_GSP_EXPORT_IN_DATA",""
"SPL_ITEM_BRCD",""
"SPL_ITEM_MASTER_PROF",""
"SPL_ITEM_MNTN",""
"SPL_ITEM_MNTN_DTL",""
"SPL_ITEM_MNTN_TMP",""
"SPL_ITEM_WHSE_MASTER_PROF",""
"SPL_LOCN_HDR",""
"SPL_MAINTAIN_REPORT",""
"SPL_ORDER_LOSS",""
"SPL_ORDER_NBR_THRMT",""
"SPL_ORG_CREDIT_CODE",""
"SPL_OSR_CYCLE_COUNT",""
"SPL_OWNER",""
"SPL_OWNER_DRIVER",""
"SPL_OWNER_TRUCK",""
"SPL_PALLET_REALTIME_INFO","托盘实时信息表"
"SPL_PKTDT_DTL",""
"SPL_PKTDT_HDR",""
"SPL_PS_CONFIG",""
"SPL_PURCHASE_BACK_REPORT",""
"SPL_PURCHASE_CHECK_REPORT",""
"SPL_PURCHASE_RECEIVE_REPORT",""
"SPL_QUALITY_REPROT_ERROR_LOG",""
"SPL_QUALITY_RULE",""
"SPL_REJECT_REPORT",""
"SPL_RF_ACTIVE_SCAN_DTL",""
"SPL_RF_ACTIVE_SCAN_HDR",""
"SPL_RF_CARTON_SCAN",""
"SPL_RF_POSITION",""
"SPL_RF_UN_CARTON",""
"SPL_SALE_BACK_REPORT",""
"SPL_SALE_CHECK_REPORT",""
"SPL_SEASON_SUPPLIER_RLT",""
"SPL_STD_ASN_BACK_REPORT",""
"SPL_STD_ASN_CHECK_REPORT",""
"SPL_STD_ASN_RECEIVE_REPORT",""
"SPL_STD_MAINTAIN_REPORT",""
"SPL_STD_REJECT_REPORT",""
"SPL_STD_SALE_BACK_REPORT",""
"SPL_STD_SALE_CHECK_REPORT",""
"SPL_STORAGE_SUMMARY_DTL",""
"SPL_STORAGE_SUMMARY_HDR",""
"SPL_STORE",""
"SPL_SYS_ENV",""
"SPL_SYS_FILE",""
"SPL_SYS_FILE_CONTENT",""
"SPL_SYS_FILE_RLT",""
"SPL_SYS_NUMBER",""
"SPL_SYS_NUMBER_PART",""
"SPL_SYS_NUMBER_POOL",""
"SPL_TOOLS_ASN_FILES",""
"SPL_UNQLF_CASE",""
"SPL_UNQLF_CASE_PROF",""
"SPL_WMS_TOOL_UPDATE",""
"SPL_XH_NBR_TRKG",""
"SPL_ZS_LOCN",""
"SQL_SCRIPT",""
"SQS_LISTENER",""
"SRL_NBR_TRACK","Serial number transaction table"
"SRL_PIX_TRAN","Serial number PIX  transaction table"
"SR_ALERT_DTL","* Sr Alert Dtl"
"SR_DRILL_DN_ACT",""
"SR_FIELD_DETAIL","* Sr Field Detail"
"SR_FUNCTION",""
"SR_HEADER",""
"SR_LAYOUT_DTL",""
"SR_LAYOUT_DTL_FN",""
"SR_LAYOUT_HEADER",""
"SR_OBJECT_TYPE",""
"SR_OPTION_DETAIL","* Sr Option Detail"
"SR_SHIPMENT_TIER_DTL","* Sr Shipment Tier Dtl"
"STABILIZATION_CODE","Stabilization Codes"
"STAGING",""
"STAGING_TRAC_CODG_SN","药品追溯码临时表"
"STATEMENT_MASK_TYPE",""
"STATS_SNAPSHOT","Capture snapshots of statistics for each module, entity and instance"
"STATS_SNAPSHOT_EVENT","Statistics data for each event captured for each snapshot"
"STATS_SNAPSHOT_EVENT_DATA","Data with maximum processing times for snapshot events"
"STCC_CHAPTER",""
"STCC_CODE",""
"STG_OFFSET_XREF",""
"STOP",""
"STOP_ACTION",""
"STOP_ACTION_ORDER",""
"STOP_ACTION_SHIPMENT",""
"STOP_ACTION_TEMPLATE",""
"STOP_ADDITIONAL_SIZE",""
"STOP_ADDITIONAL_SIZE_TEMPLATE",""
"STOP_COMMODITY",""
"STOP_COMMODITY_TEMPLATE",""
"STOP_SCHED_ACTION",""
"STOP_SIZE",""
"STOP_SIZE_TEMPLATE",""
"STOP_STATUS",""
"STOP_TEMPLATE",""
"STORE_PACK_LOCN_DTL","Store pack locations"
"STORE_PACK_LOCN_HDR","Store pack locations"
"STORE_SKU_QLTY_MAP","STORE_SKUQUALITY_MAP"
"STORE_SKU_SOURCE",""
"STORE_TYPE","*Define different types of Stores"
"SUBSTITUTION_LEVEL",""
"SUBSTITUTION_TYPE",""
"SUBSTITUTION_TYPE_CBO",""
"SUFFIX",""
"SUMMARYCHART1_SP_AS_TMP","*Table to store summary chart info"
"SUMMARYCHART2_SP_AS_TMP",""
"SUPPLY_STATUS",""
"SURE_POST_ADDRESS_DATA","Table to indicate Surepost Addresses"
"SYSTEM_CODE",""
"SYSTEM_CODE_DTL",""
"SYS_EXPORT_FULL_01","Data Pump Master Table EXPORT                         FULL                          "
"SYS_EXPORT_FULL_02","Data Pump Master Table EXPORT                         FULL                          "
"SYS_EXPORT_FULL_03","Data Pump Master Table EXPORT                         FULL                          "
"SYS_EXPORT_FULL_04","Data Pump Master Table EXPORT                         FULL                          "
"SYS_EXPORT_FULL_05","Data Pump Master Table EXPORT                         FULL                          "
"SYS_EXPORT_FULL_06","Data Pump Master Table EXPORT                         FULL                          "
"SYS_EXPORT_FULL_07","Data Pump Master Table EXPORT                         FULL                          "
"SYS_EXPORT_FULL_08","Data Pump Master Table EXPORT                         FULL                          "
"SYS_EXPORT_FULL_09","Data Pump Master Table EXPORT                         FULL                          "
"SYS_EXPORT_FULL_10","Data Pump Master Table EXPORT                         FULL                          "
"SYS_EXPORT_FULL_11","Data Pump Master Table EXPORT                         FULL                          "
"SYS_EXPORT_FULL_12","Data Pump Master Table EXPORT                         FULL                          "
"SYS_EXPORT_FULL_13","Data Pump Master Table EXPORT                         FULL                          "
"TARIFF_SIZE_GTT",""
"TASK_ACTION","Search order:INT/TT/Mode INT/*/Mode"
"TASK_BATCH","Task Batch tracking table. This is different from Lots"
"TASK_DTL","Detailed information for Tasks"
"TASK_GRP_ELGBLTY","This table will be used by the client to maintain Task Group Eligibility for the current warehouse. Task Group Eligibility definitions are used to determine whether or not a user (or task group) is el"
"TASK_GRP_EQUIP_ELGBLTY","Used to determine the Task Eligibility.  If a User's tasking group does not have an entry in this table for both the starting and next work group/area of a task, the user is not eligible to perform th"
"TASK_HDR","Header information for Tasks"
"TASK_PARM","Rec Type P or A will have details in Sel_dtl and sort_dtl tables, as well as a template for actual SQL statements in SQL_parms table. Rec Type N will  have details in SQL_parms table only."
"TASK_PRTY_DETRM","Table is used to determine the task priority on (a) Task Creation or (b)  Approaching latest start time."
"TASK_PRT_SORT_DTL","This table is used to sort the task details with in the task. PB uses this to store print sort columns and populates Rule sql detail (for C++) with verb type = P for these columns."
"TASK_RLS_DETRM","Task Release determination rules setup table"
"TASK_RULE_PARM","Rec Type P or A will have details in Sel_dtl and sort_dtl tables, as well as a template for actual SQL statements in SQL_parms table. Rec Type N will  have details in SQL_parms table only."
"TAX_BAND",""
"TAX_BAND_DETAIL",""
"TBLINTERFACE","Not Used."
"TBLINTERFACECONNECTION","Not Used."
"TC_GEN_ID_RULES",""
"TEMP2_SLOT_ITEM",""
"TEMP_BAY_POS",""
"TEMP_ITEMS",""
"TEMP_RULE_HDR",""
"TEMP_SLOTITEMS",""
"TEMP_SLOTS",""
"TEMP_SLOT_ITEM",""
"TEMP_UPD_LOC_SEQ",""
"TERMDICTIONARY","Not Used."
"TEXTREPOSITORY","Not Used."
"TEXTREPOSITORYGROUPS","Not Used."
"TEXTREPOSITORYGROUPXREF","Not Used."
"TEXTREPOSITORYKEYS","Not Used."
"TEXTSUBSTITUTIONALIASES","Not Used."
"TEXT_TEMPTX_GETGROUP_LONGTEXT",""
"TEXT_TEMPTX_GETGROUP_SHORTTEXT",""
"TEXT_TEMPTX_GETGROUP_TEXT",""
"TF_PENALTY","Penalty Values of each Time Feasibility Penalty group for a company"
"TF_PENALTY_GROUP_FACILITY","facilities that belong to a Time Feasibility Penalty group for a company."
"TF_SHIPMENT_CONFIG","This table is used for shipment configuration"
"THEME_CUSTOM_USER_TYPE","Contains user types supported for the Theme Manager."
"THEME_DATA","This table contains the data related to particular theme having details like name, icon color, theme type (canned, user defined etc.) and repository details about theme if any."
"THEME_MANAGER","This table contains the custom id, type and role for the user of a company and theme associated with that custom id. This Custom id can be company id, role id or user id. This will have a foreign key THEME_DATA_ID to assign theme for that custom id."
"THEME_REPOSITORY_TYPE","Contains Repository Types supported by Themes."
"THEME_RESOURCE","This table contains icons/images resource and stores them as blob object in the Resource data column."
"THEME_RESOURCE_TYPE","Contains Resource Types supported by the Theme."
"THEME_SECTION","This table contains the details of theme based on the sections of the page and their externalized attributes. Attribute will refer to icon/image resource in THEME_RESOURCE table."
"THEME_TYPE","Master Types of themes supported by Theme Manager."
"THREAD_CONFIG","For use by Thyme, this table holds all configuration information necessary to start up threads designed to poll BASE_DATA_DELTA and operate on the information populated there."
"TIME_FEAS_CALC",""
"TMP1",""
"TMP_ACTIVITY_TRKG_TRAN",""
"TMP_ACT_TRK_LPNS",""
"TMP_AGGREGATION_LINE_GROUPS",""
"TMP_AGGREGATION_LINE_ITEMS",""
"TMP_AGGREGATION_ORDERS",""
"TMP_AGGREGATION_ORDER_GROUPS",""
"TMP_ALLOWED_LOCK_CODE",""
"TMP_ARN_EVENT",""
"TMP_CARTON_HDR_HIST",""
"TMP_CL_PURGE",""
"TMP_DEALLOC_OLI",""
"TMP_DOCK_DOOR","Assignment and management of dock doors"
"TMP_DYNAMIC_REPL_CACHE",""
"TMP_ER_GENERATE_TRIGGER",""
"TMP_EVENT_MESSAGE",""
"TMP_GET_NXT_UP_CNT_ID",""
"TMP_HN_HDR_ID",""
"TMP_INTG_ORDERS",""
"TMP_INTG_ORDER_SHIPMENTS",""
"TMP_INVC_LPN_LIST",""
"TMP_INVC_LPN_MASTR_LIST",""
"TMP_INVC_ORDER_LIST",""
"TMP_INVC_ORDER_MASTR_LIST",""
"TMP_INVC_ORIG_OLI",""
"TMP_LINE_ITEM",""
"TMP_LOG_PARM",""
"TMP_LPN",""
"TMP_LPN_ACTUAL_QTY",""
"TMP_LPN_ALLOCATED_QTY",""
"TMP_LPN_ALLOC_DTL",""
"TMP_LPN_DTL",""
"TMP_LPN_LIST",""
"TMP_LPN_SIZE_VALUE",""
"TMP_LRF_EVENT",""
"TMP_LRF_REPORT_PARAM_VALUE_DTL",""
"TMP_LRF_SCHED_EVENT_REPORT",""
"TMP_MERGE_RTL_PKT_DTL",""
"TMP_MERGE_SELECTED_ORDERS",""
"TMP_MERGE_SPLIT_ORDERS",""
"TMP_OLD_ORD_STATUS",""
"TMP_OLI_CNTR_TYPE",""
"TMP_OLI_SPLITS",""
"TMP_OM_SCHED_EVENT",""
"TMP_ORDER",""
"TMP_ORDERS",""
"TMP_ORDERS_MASTER",""
"TMP_ORDER_SPLITS_MASTER",""
"TMP_ORDER_SPLITS_SCRATCH",""
"TMP_ORD_DTL_SKU_INVN",""
"TMP_ORIG_OLI_QTY",""
"TMP_PACK_LPN_ALLOC_DTL",""
"TMP_PACK_MOP_LPN_DTLS",""
"TMP_PACK_WAVE_SELECTED_CHUTES",""
"TMP_PACK_WAVE_SELECTED_LPNS",""
"TMP_PCK_SHRT_ITEM",""
"TMP_PLANNED_ORDERS",""
"TMP_PLANNED_ORDER_SPLITS",""
"TMP_PREF_BINS",""
"TMP_PREF_PLTS",""
"TMP_PW_ASSIGNED_LPNS",""
"TMP_REFACTORED_LPN_DTLS",""
"TMP_SLOT_ITEM",""
"TMP_SLOT_ITEM_HIST",""
"TMP_SPLA_ATTR_GROUPS",""
"TMP_SPLA_SELECTED_ORDERS",""
"TMP_STOP_ACTION",""
"TMP_STOP_PRE_UNASSIGN",""
"TMP_STORE_MASTER",""
"TMP_TASK_CREATION_LM_TASK_DTLS",""
"TMP_TASK_CREATION_RULES",""
"TMP_TASK_CREATION_SELECTED_AID",""
"TMP_TASK_CREATION_TASK_SEQ_NBR",""
"TMP_TASK_LPN_MIN_LOCN_SEQ",""
"TMP_UNDO_INITIATE_ORDER_DTLS",""
"TMP_UNLOADED_LPNS",""
"TMP_UNPLAN_SPLITS",""
"TMP_VAL_PARM",""
"TMP_VARIANCE_LPNS",""
"TMP_WAVE_GROUP_REJECTED_ITEMS",""
"TMP_WAVE_GROUP_REJECTED_ORDERS",""
"TMP_WAVE_GROUP_REJECTED_SWCS",""
"TMP_WAVE_MOLPN_ORDERS",""
"TMP_WAVE_OLD_ORDER_STATUS",""
"TMP_WAVE_PIX_620_10_01",""
"TMP_WAVE_PREPACK_COMPONENTS",""
"TMP_WAVE_REJECTED_LINES",""
"TMP_WAVE_SELECTED_ORDERS",""
"TMP_WAVE_SELECTION_PARMS",""
"TMP_WAVE_SELECTION_RULES",""
"TMP_WAVE_SKU_INVN_CACHE",""
"TMP_WAVE_TE_SELECTED_SHPMTS",""
"TMP_WAVE_WORK_TYPE_STATS",""
"TMP_WM_ARCH_ASN_2",""
"TMP_WM_ARCH_LPN_1",""
"TMP_WM_ARCH_LPN_2",""
"TMP_WM_ID_1",""
"TMP_WM_ID_2",""
"TMP_WM_ID_3",""
"TMP_WM_ID_4",""
"TMP_ZONE_LIST",""
"TPE_RULE_DTL",""
"TPM_CONFIGURATION",""
"TPM_CONFIGURATION_DETAIL",""
"TRACKING_MESSAGE","* Tracking Message"
"TRACKING_VENDORS","For tracking external vendors"
"TRAILER_CONTENTS","Trailer contents records contents of the trailer shipped into or from facility"
"TRAILER_REF","Trailer ref provides the reference data of the trailer"
"TRAILER_VISIT","Trailer visit table records the trailer visit to the facility"
"TRAILER_VISIT_DETAIL","Trailer visit detail records details of the trailer visit to the facility"
"TRANSPORT_ENV","This needs to be dropped"
"TRANSPORT_SET","This needs to be dropped"
"TRANSPORT_TABLE","This needs to be dropped"
"TRANS_ITEM",""
"TRANS_QUERY","Not Used."
"TRANS_RESP_CODE",""
"TRANS_SLOT",""
"TRANS_SLOT_ITEM",""
"TRAN_LOG",""
"TRAN_LOG_MESSAGE",""
"TRAN_LOG_RESPONSE_MESSAGE",""
"TRAN_LOG_RULE",""
"TRAN_MASTER","This table contains a list of all available transactions."
"TRAN_MASTER_PARM","Table used to store WH or C/D level parm values, when the parm is defined with a W or C/D level system code."
"TRAN_PARM","This table contains a list of the parameters sent to a program called by a transaction.  Only programs that are used by a transaction are listed in this table."
"TRAN_ROLE","Not Used."
"TRAVEL_AISLE_CONFIG","Travel Aisle Configuration"
"TRAVEL_PLAN_ACTIVITY_TYPE",""
"TREE_DTL",""
"TT_COUNT_TAB",""
"TT_RANGE_IDS_TABLE",""
"TT_RANGE_IDS_TABLE10",""
"TT_RANGE_IDS_TABLE11",""
"TT_RANGE_IDS_TABLE12",""
"TT_RANGE_IDS_TABLE13",""
"TT_RANGE_IDS_TABLE14",""
"TT_RANGE_IDS_TABLE15",""
"TT_RANGE_IDS_TABLE16",""
"TT_RANGE_IDS_TABLE17",""
"TT_RANGE_IDS_TABLE18",""
"TT_RANGE_IDS_TABLE19",""
"TT_RANGE_IDS_TABLE2",""
"TT_RANGE_IDS_TABLE20",""
"TT_RANGE_IDS_TABLE21",""
"TT_RANGE_IDS_TABLE22",""
"TT_RANGE_IDS_TABLE3",""
"TT_RANGE_IDS_TABLE4",""
"TT_RANGE_IDS_TABLE5",""
"TT_RANGE_IDS_TABLE6",""
"TT_RANGE_IDS_TABLE7",""
"TT_RANGE_IDS_TABLE8",""
"TT_RANGE_IDS_TABLE9",""
"TT_ROI_REPLENISH",""
"TT_ROI_REPLENISH_COST",""
"TT_ROI_REPLENISH_SAVING",""
"TT_STACK",""
"TT_TBLHITSBYBAY",""
"TT_TBLHITSBYLEVEL",""
"TT_TBLHITSCOMPARE",""
"TT_TBLLEVEL_COSTS",""
"TT_TBLOUTPUT","*Temp Table to store summary chart color info"
"TT_TBLOUTPUT2",""
"TT_TBLOVERALLRESULTS",""
"TT_TBLPLGIDS",""
"TT_TBLPLGIDS3",""
"TT_TBLRESULTS",""
"TT_TBLUNPROCESSEDMOVES",""
"TT_TEMP_ITEM_HISTORY_INST",""
"TT_TEMP_ITEM_HISTORY_INST2",""
"TT_TEMP_ITEM_HISTORY_INST3",""
"TT_TEMP_ITEM_HISTORY_SMRY",""
"TT_TEMP_ITEM_HISTORY_SMRY2",""
"TT_TEMP_ITEM_HISTORY_SMRY3",""
"TT_TEMP_ITEM_HISTORY_UNSLOTTED",""
"TT_TEMP_NEG_HITS_SLOT_ITEM",""
"TT_TEMP_NEG_INV_SLOT_ITEM",""
"TT_TEMP_NEG_MVMT_SLOT_ITEM",""
"TT_TEMP_SLOT_ITEM_INTERESTED",""
"TT_TEMP_SLOT_ITEM_SLOTTED",""
"TT_TEMP_SLOT_ITEM_UNSLOTTED",""
"TXN_MASTER",""
"T_SYS_QUEUEERROR",""
"UCLJMSSTATE",""
"UCLJMSSTORE",""
"UCLWLSTORE",""
"UI_CONTROL_TYPE",""
"UI_CU_DATA_TYPE",""
"UI_CU_OBJECT_TYPE",""
"UI_CU_PARM_DEF",""
"UI_CU_PARM_GROUP",""
"UI_CU_PARM_SUBGRP",""
"UI_CU_PRODUCT",""
"UI_CU_UIBEHARTYPE",""
"UI_CU_USER_PARAM",""
"UI_CU_USER_PARVAL",""
"UI_ELEMENT_TYPE","Internal table"
"UI_MENU",""
"UI_MENU_ITEM",""
"UI_MENU_ITEM_PERMISSION",""
"UI_MENU_SCREEN",""
"UI_ROLLUP_CELL","Not Used."
"UI_ROLLUP_CELL_RATING_XREF","Not Used."
"UI_ROLLUP_GROUP","Not Used."
"UI_ROLLUP_GROUP_ROW_XREF","Not Used."
"UI_ROLLUP_RATING","Not Used."
"UI_ROLLUP_ROW","Not Used."
"UI_ROLLUP_ROW_CELL_XREF","Not Used."
"UI_ROLLUP_SCREEN","Not Used."
"UI_ROLLUP_SCREEN_GROUP_XREF","Not Used."
"UI_SCREEN","Internal table"
"UI_TYPE",""
"UI_VALIDATION_MASK",""
"UI_VIEWCOMPANYCTRL",""
"UI_VIEWCUSTCONTROLMD",""
"UI_VIEWFIELDMETADATA",""
